Customer_ID,Region,Lifetime_Value,Churn_Probability,Retention_Strategy
CUST_5FE6SL,Asia,8094.17,0.94,Discount
CUST_6MVLVZ,South America,4219.69,0.86,Email Campaign
CUST_48KBUH,Asia,4932.21,0.99,Loyalty Program
CUST_Q4CTW0,Asia,3756.91,0.98,Loyalty Program
CUST_89QPKM,South America,9305.25,0.91,Loyalty Program
CUST_F9A45Q,North America,2379.64,0.89,Loyalty Program
CUST_6JY684,Europe,9285.9,0.8,Discount
CUST_SELS0N,Asia,5010.52,0.75,Discount
CUST_TVFFGS,Asia,4497.73,0.94,Email Campaign
CUST_1W476D,South America,8926.26,0.95,Email Campaign
CUST_W0GLKM,Asia,2056.01,0.84,Loyalty Program
CUST_CX2YDH,Europe,2039.17,0.87,Discount
CUST_45OV0E,South America,8963.22,0.92,Email Campaign
CUST_AXBN6F,Asia,7098.27,0.76,Loyalty Program
CUST_A0TPB8,Asia,9398.7,0.99,Email Campaign
CUST_LYPF3N,North America,7253.62,0.87,Loyalty Program
CUST_X6VP4M,North America,2481.47,0.74,Discount
CUST_2SVBEO,Asia,3609.34,0.93,Email Campaign
CUST_MPPC0N,North America,2125.66,0.81,Loyalty Program
CUST_NDWRT2,Asia,7428.74,0.84,Email Campaign
CUST_08ZY1K,South America,2914.8,0.89,Discount
CUST_6UDTW4,South America,3647.44,0.88,Loyalty Program
CUST_J1A8SC,Asia,6472.6,0.75,Email Campaign
CUST_TF7M32,North America,3858.92,0.89,Discount
CUST_CKNNO7,South America,367.93,0.85,Discount
CUST_VPRS2J,Europe,9988.45,0.89,Email Campaign
CUST_RMXBZM,Asia,9711.92,0.76,Email Campaign
CUST_OB7FPF,North America,7496.64,0.86,Loyalty Program
CUST_OWDA6D,North America,3295.17,0.87,Loyalty Program
CUST_NNC48M,South America,3190.79,0.97,Discount
CUST_KYG1H8,Asia,9765.99,0.76,Discount
CUST_URQXBU,North America,8848.17,1,Loyalty Program
CUST_7XMV8P,North America,1704.13,0.94,Loyalty Program
CUST_GBFDQ8,Asia,942.55,0.93,Discount
CUST_F9K1AO,South America,4741.2,0.83,Email Campaign
CUST_D9TYDK,Europe,2760.4,0.94,Email Campaign
CUST_KVBQSZ,South America,4057.13,0.75,Email Campaign
CUST_L64O8S,Asia,1315.85,0.87,Loyalty Program
CUST_YQ067P,North America,6687.69,0.81,Discount
CUST_R2Q95Z,South America,5240.83,0.86,Email Campaign
CUST_7QRCWA,North America,4704.02,0.82,Loyalty Program
CUST_YDTMCD,Asia,9348.07,0.88,Discount
CUST_F6KI91,Europe,693.41,0.84,Email Campaign
CUST_54MLRU,South America,7512.85,0.72,Discount
CUST_8OU4D6,North America,9119.92,0.96,Email Campaign
CUST_978VPW,Asia,6047.36,0.96,Email Campaign
CUST_9YDFTR,South America,1422.77,0.73,Loyalty Program
CUST_W0CKR4,North America,8581.76,0.73,Loyalty Program
CUST_VTP0HG,North America,7805.85,0.76,Email Campaign
CUST_IX10N4,Europe,1103.16,0.72,Discount
CUST_B2B256,Europe,4983.23,0.94,Email Campaign
CUST_KVXSOZ,Europe,8482.95,0.88,Loyalty Program
CUST_CEHHZT,South America,7797.76,0.78,Email Campaign
CUST_CWEN2F,Europe,547.82,0.83,Email Campaign
CUST_Q2WY20,South America,791.47,0.76,Email Campaign
CUST_D4LVV5,South America,844.91,0.75,Discount
CUST_L8FJIL,North America,640.56,0.98,Discount
CUST_MM3GA9,North America,3700.05,1,Email Campaign
CUST_E12DKQ,North America,2753.24,0.75,Loyalty Program
CUST_O4LN3Y,Europe,7089.68,0.73,Discount
CUST_DT1JV7,Asia,7301.82,0.79,Email Campaign
CUST_YKCR53,North America,6503.92,0.97,Loyalty Program
CUST_E5Y217,North America,4109.21,0.72,Loyalty Program
CUST_D70J19,North America,2156.09,0.96,Loyalty Program
CUST_QF7QBA,Asia,5596.78,0.91,Loyalty Program
CUST_4AEC5A,Asia,3368.11,0.73,Email Campaign
CUST_OA3B1Q,Asia,2145.12,0.71,Discount
CUST_LHQ9YE,North America,713.73,0.88,Discount
CUST_FIDUD2,Asia,4054.44,0.74,Email Campaign
CUST_4YAIUC,Europe,6494.74,0.95,Loyalty Program
CUST_NL0XXY,Asia,8778.49,0.99,Loyalty Program
CUST_8ODME8,Europe,3134.12,0.83,Email Campaign
CUST_2FE4BG,Europe,4894.04,0.78,Discount
CUST_SO29KK,Europe,2635.83,0.81,Discount
CUST_B3XB5X,South America,4781.43,0.91,Email Campaign
CUST_TSYZXP,North America,2432.76,0.91,Discount
CUST_BRXCAP,Asia,1987.53,0.96,Loyalty Program
CUST_FYR2IF,South America,1606.4,0.75,Email Campaign
CUST_VKLEKB,South America,9852.34,0.84,Discount
CUST_DSZL9H,South America,892.4,0.71,Discount
CUST_T9UKHY,South America,3391.07,0.72,Loyalty Program
CUST_0848MJ,North America,1201.28,0.9,Email Campaign
CUST_FE6ZPL,North America,9485.78,0.97,Discount
CUST_6DQTYN,South America,5654.66,0.87,Email Campaign
CUST_31W0QO,North America,6237.29,0.82,Discount
CUST_A9HNRK,South America,8045.55,0.72,Loyalty Program
CUST_H71DC1,North America,584.2,0.95,Discount
CUST_JOKCJ4,South America,8259.26,0.94,Discount
CUST_6UQZ8H,North America,4794.99,0.76,Discount
CUST_GS2NEN,Europe,6777.19,0.98,Email Campaign
CUST_AKCQNF,South America,5764.46,0.94,Email Campaign
CUST_UGIHNY,Europe,7513.71,0.9,Loyalty Program
CUST_243EQA,Asia,585.04,0.76,Loyalty Program
CUST_YJ9G3E,Europe,1746.96,0.79,Email Campaign
CUST_Z1KF69,Europe,6657.2,0.92,Email Campaign
CUST_SY47RN,South America,6986.43,0.94,Loyalty Program
CUST_SVLW6O,South America,6346.24,0.82,Discount
CUST_NIGAHM,North America,8608.02,0.75,Discount
CUST_22TO5M,South America,5793.86,0.85,Discount
CUST_K6NTA5,Asia,2697.73,0.71,Loyalty Program
CUST_77F74R,Europe,2662.81,0.83,Loyalty Program
CUST_HMY7O4,Europe,9226.09,0.88,Loyalty Program
CUST_UL7A4C,Europe,9813.07,0.95,Discount
CUST_1FHOFR,Europe,7286.94,0.88,Discount
CUST_H3NGYR,North America,4191.46,0.75,Discount
CUST_HIFFBY,Europe,8376.72,0.94,Discount
CUST_X34R3E,South America,3564.89,0.88,Discount
CUST_TNIUTU,North America,1472.17,0.8,Discount
CUST_LVZPD4,North America,5706.01,0.91,Loyalty Program
CUST_WSZJLL,South America,2991.87,0.78,Loyalty Program
CUST_8OGFP7,South America,3629.05,0.75,Discount
CUST_9HEXVL,Asia,6308.23,0.92,Loyalty Program
CUST_RH3CEN,Asia,3403.02,0.8,Loyalty Program
CUST_1WWICM,Europe,9304.62,0.94,Loyalty Program
CUST_O6ICJ7,Europe,8380.29,0.79,Loyalty Program
CUST_NGK7F6,North America,1460.48,0.92,Discount
CUST_YA2JH3,North America,9149.2,0.94,Loyalty Program
CUST_RI0FGA,South America,1162.4,0.84,Discount
CUST_S4CV12,North America,1271.66,0.86,Discount
CUST_CP6841,Europe,7660.66,0.86,Email Campaign
CUST_7PQXDL,Asia,5221.56,0.8,Discount
CUST_OC0P32,South America,2753.89,0.84,Email Campaign
CUST_0G52T7,South America,9708.92,0.81,Discount
CUST_I2ACFP,Asia,4953.42,0.97,Email Campaign
CUST_YMLVUH,Asia,7203.24,0.91,Discount
CUST_9FWBKH,South America,4063.01,0.96,Loyalty Program
CUST_KCMMXM,Europe,7179.29,0.75,Loyalty Program
CUST_OJ2AMT,Europe,4199.38,0.9,Loyalty Program
CUST_8Y2Q5M,Asia,2733.91,0.94,Email Campaign
CUST_OJNL7M,North America,7308.02,0.74,Discount
CUST_I5OSJO,Europe,1529.61,0.79,Loyalty Program
CUST_9AGT3A,North America,6765.03,0.79,Loyalty Program
CUST_GO7ENQ,North America,8619.93,0.77,Email Campaign
CUST_BUQKEA,South America,5616.68,0.98,Discount
CUST_Y8GAEM,Europe,4033.91,0.85,Email Campaign
CUST_E00JAJ,North America,3193.88,0.73,Discount
CUST_Y7DPLV,North America,2201.66,0.94,Loyalty Program
CUST_NYQG17,North America,9877.4,0.77,Email Campaign
CUST_XWE8BZ,Asia,698.95,0.84,Discount
CUST_JY60TG,Europe,5421.6,0.75,Discount
CUST_BPAN0H,Europe,387.43,0.95,Email Campaign
CUST_RPU5US,Europe,2991.08,0.9,Discount
CUST_V2W6XF,North America,3194.14,0.73,Discount
CUST_SWIRV4,Europe,852.01,0.75,Discount
CUST_BG7QOH,North America,1882.63,0.71,Email Campaign
CUST_6VQ11M,Europe,1054.24,0.94,Email Campaign
CUST_PP8VUC,South America,6823.76,0.77,Email Campaign
CUST_PKQUJQ,Europe,746.42,0.71,Loyalty Program
CUST_7BHTHS,South America,8591.11,0.88,Loyalty Program
CUST_I07FZK,Europe,3938.92,0.95,Email Campaign
CUST_XEU9LW,South America,2849.22,0.71,Loyalty Program
CUST_4J0Z1T,North America,2044.67,0.94,Discount
CUST_9E139K,Asia,4326.95,0.91,Loyalty Program
CUST_6HY6AM,North America,2775.5,0.85,Loyalty Program
CUST_U6GU77,Europe,4005.04,0.71,Loyalty Program
CUST_WI1RBZ,Europe,9886.53,0.82,Loyalty Program
CUST_LDDMOO,North America,657.99,0.79,Discount
CUST_CDTEOB,Asia,4554.37,0.91,Discount
CUST_6OX7CH,Europe,7935.45,0.76,Loyalty Program
CUST_HP9FIB,South America,9471.58,0.89,Email Campaign
CUST_VRMG6C,Europe,7392.65,0.81,Loyalty Program
CUST_OIYIES,South America,8465,0.98,Loyalty Program
CUST_AW63NS,South America,793.1,0.95,Loyalty Program
CUST_TRW69R,North America,2907.88,0.97,Loyalty Program
CUST_ZBU28L,Europe,2568.72,0.8,Email Campaign
CUST_9IUKD9,Europe,7741.86,0.97,Loyalty Program
CUST_O2X8UW,Europe,1431.9,0.82,Discount
CUST_VY51HG,South America,9894.92,0.79,Email Campaign
CUST_54MOXT,North America,5157.6,0.75,Email Campaign
CUST_EBX1EN,Asia,5108.96,0.87,Loyalty Program
CUST_9IBEPW,Asia,4509.62,0.88,Discount
CUST_K4Z717,South America,4410.14,0.96,Loyalty Program
CUST_D9IL7X,North America,8363.59,0.74,Loyalty Program
CUST_RTJZPW,Asia,8833.29,0.99,Email Campaign
CUST_DFTYOW,Asia,6992.79,0.76,Email Campaign
CUST_PKE8WQ,North America,2451.96,0.97,Discount
CUST_UGE3EG,South America,4024.64,0.87,Discount
CUST_SJ7J8M,North America,7565.68,0.79,Email Campaign
CUST_OVDPO1,Europe,5568.16,0.87,Loyalty Program
CUST_WV1Z23,South America,7293.5,0.87,Loyalty Program
CUST_YUIKJ9,South America,7310.83,0.83,Email Campaign
CUST_73E2VL,South America,3533.86,0.75,Email Campaign
CUST_UOSK65,North America,9985.71,0.73,Discount
CUST_BGVWOS,Europe,7258.76,0.89,Loyalty Program
CUST_IU1UH8,South America,9687.83,0.95,Discount
CUST_6LRK6N,Europe,3937.52,0.9,Loyalty Program
CUST_98AKZL,Europe,5104.16,0.71,Discount
CUST_KWZ92D,Asia,2281.85,0.93,Loyalty Program
CUST_G5OF0V,Asia,719.87,0.92,Email Campaign
CUST_XXQNN5,South America,6122.28,0.75,Loyalty Program
CUST_ZJNWS7,Europe,4904.29,0.71,Discount
CUST_TPBC4F,Asia,1765.83,0.89,Email Campaign
CUST_TSMQIG,Asia,2287.26,0.75,Discount
CUST_UU0NES,Europe,3778.29,0.92,Email Campaign
CUST_NZVO87,Europe,5192.13,0.78,Loyalty Program
CUST_USRP4R,Asia,6824.94,0.74,Email Campaign
CUST_8RH421,North America,6226.2,0.84,Email Campaign
CUST_1CCOE2,Europe,2167.43,0.86,Loyalty Program
CUST_UM6DSS,Asia,8365.77,0.89,Email Campaign
CUST_9YJMJB,North America,7992.36,0.78,Email Campaign
CUST_33VZRQ,Asia,9186.08,0.95,Loyalty Program
CUST_PGUVKY,South America,2522.74,0.93,Loyalty Program
CUST_XX3DET,North America,4056.83,0.99,Email Campaign
CUST_VS0KVW,North America,204.48,0.84,Discount
CUST_2SZG89,North America,1690.27,0.74,Loyalty Program
CUST_S902OI,North America,2443.55,0.93,Loyalty Program
CUST_KGL767,Europe,434.58,0.97,Loyalty Program
CUST_QCF5N9,South America,600.72,0.77,Email Campaign
CUST_B7BQCT,South America,2105.43,0.84,Email Campaign
CUST_5D1TYR,North America,6829.83,1,Email Campaign
CUST_6QHT77,Asia,9959.39,0.94,Loyalty Program
CUST_1JSTLT,Asia,3774.03,0.73,Email Campaign
CUST_64IBQ1,Europe,1732.96,0.95,Loyalty Program
CUST_BE4P84,South America,9181.97,0.74,Email Campaign
CUST_ZNZ0NZ,South America,8865.59,0.87,Email Campaign
CUST_71GHT0,South America,5889.93,0.82,Loyalty Program
CUST_XF20C1,North America,1160.54,1,Email Campaign
CUST_0KT57X,North America,1550.59,0.83,Discount
CUST_CJLNU1,North America,1165.63,0.98,Email Campaign
CUST_XZCC4C,Asia,2581.65,0.78,Email Campaign
CUST_M8BK27,South America,6506.52,0.89,Loyalty Program
CUST_LMCRZ0,Asia,1315.65,0.96,Discount
CUST_Y21NFL,Asia,8534.57,0.86,Discount
CUST_B0W5UM,Asia,3764.01,0.73,Discount
CUST_08895C,Asia,5055.02,0.84,Discount
CUST_U8PI5Z,South America,536.82,0.84,Email Campaign
CUST_S2HEHI,South America,5563.98,0.74,Discount
CUST_CG6UIV,South America,5859.36,0.81,Loyalty Program
CUST_A8EBMI,North America,1492.7,0.9,Loyalty Program
CUST_KTJO26,Europe,9266.91,0.96,Discount
CUST_T6HK3L,Asia,373.73,0.77,Loyalty Program
CUST_9U3PHD,North America,8296.91,0.78,Loyalty Program
CUST_ZUA1LS,North America,4073.82,0.85,Loyalty Program
CUST_JO1RX7,Europe,8643.62,0.71,Loyalty Program
CUST_EJAD3F,Asia,7112.11,0.73,Discount
CUST_AKD4WV,Europe,1406.03,0.83,Email Campaign
CUST_CE2QOO,South America,1156.78,0.86,Email Campaign
CUST_ECJTGN,Asia,3596.58,0.84,Discount
CUST_44W8IH,North America,5767.99,0.82,Email Campaign
CUST_8DXEUD,South America,2969.4,0.99,Email Campaign
CUST_RUQAV9,Europe,4062.59,0.75,Discount
CUST_CD3UUB,Europe,8419.61,0.93,Email Campaign
CUST_GFKG16,Asia,3827.88,0.91,Email Campaign
CUST_UDY4C6,Asia,3890.95,0.93,Loyalty Program
CUST_Q9UI01,South America,4899.98,0.86,Email Campaign
CUST_55F2D3,Asia,2822.87,0.97,Email Campaign
CUST_0QYAG6,South America,9165.5,0.8,Loyalty Program
CUST_3K26JC,Asia,1365.02,0.74,Loyalty Program
CUST_3FPDUR,South America,9527.68,0.92,Discount
CUST_WILC19,North America,8581.84,0.71,Loyalty Program
CUST_DJC6KV,South America,8737.19,0.89,Discount
CUST_VV4LJA,Europe,7442.37,0.72,Loyalty Program
CUST_5LHRXM,Asia,7455.57,0.73,Discount
CUST_BDHFG8,Asia,2102.84,0.96,Email Campaign
CUST_V8BU2K,Asia,3150.74,0.87,Discount
CUST_MUVGPA,Europe,7116.92,0.78,Loyalty Program
CUST_WM7DQK,Asia,7119.87,0.74,Email Campaign
CUST_O7LHAO,North America,3719.52,0.74,Email Campaign
CUST_GL8CSV,South America,6157.97,0.91,Email Campaign
CUST_KFBRRV,Europe,4179.61,0.72,Discount
CUST_752Q5P,South America,7064.12,0.85,Loyalty Program
CUST_V4JN9D,Europe,8978.87,0.9,Discount
CUST_P4SEBY,South America,1343.72,0.71,Email Campaign
CUST_O8X58Z,North America,2558.3,0.73,Discount
CUST_O9ED3E,Europe,5139.63,0.93,Email Campaign
CUST_J6G2UH,Europe,234.44,0.76,Loyalty Program
CUST_7J3XXY,North America,9046.43,0.73,Email Campaign
CUST_ZET3EB,North America,5953.99,0.96,Email Campaign
CUST_I6SSZD,North America,2031.74,0.82,Loyalty Program
CUST_ECI3U8,Asia,3352.96,0.86,Loyalty Program
CUST_DXUHGQ,Europe,1928.59,0.78,Loyalty Program
CUST_G3B690,North America,9955.37,0.83,Loyalty Program
CUST_I61VYT,South America,9174.35,0.86,Discount
CUST_ZGBPS3,North America,1892.78,0.74,Loyalty Program
CUST_3BTWVP,Europe,8035.28,0.97,Discount
CUST_P3YPN3,South America,9148.31,0.9,Loyalty Program
CUST_21RSD9,South America,359.13,0.92,Discount
CUST_G9RU5J,Europe,3962.51,0.72,Email Campaign
CUST_H5HBBB,South America,5362.59,0.72,Discount
CUST_BGH2GQ,Asia,3404.7,0.92,Email Campaign
CUST_14RRQD,South America,7973.6,0.79,Discount
CUST_XVY0HL,North America,6103.48,0.82,Email Campaign
CUST_X870UQ,North America,9450.92,0.97,Discount
CUST_XYQWK4,South America,6213.84,0.77,Loyalty Program
CUST_IV40BS,North America,7470.98,0.86,Loyalty Program
CUST_BS00KN,South America,380.31,0.74,Email Campaign
CUST_63GZF7,South America,3338.59,0.93,Loyalty Program
CUST_3V2TI9,Asia,8930.78,0.89,Email Campaign
CUST_F3VY4I,South America,108.73,0.88,Loyalty Program
CUST_LEY2RO,South America,2518.81,0.96,Email Campaign
CUST_Z99LP9,Europe,6902.04,0.91,Email Campaign
CUST_L4130V,South America,4710.99,0.94,Email Campaign
CUST_Z5MDZT,Asia,6775.94,0.87,Discount
CUST_9BLDLM,South America,8436.08,0.87,Loyalty Program
CUST_UJ4I0I,North America,3619.97,0.87,Email Campaign
CUST_2J57LB,Asia,2463.71,0.79,Discount
CUST_F01KL8,North America,5810.14,0.84,Email Campaign
CUST_D7UCZD,South America,7433.5,0.79,Email Campaign
CUST_LASLSL,South America,790.87,0.75,Email Campaign
CUST_J8HWCH,Asia,9724.72,0.88,Discount
CUST_FJYEPF,South America,4265.03,0.95,Email Campaign
CUST_BDA0ZF,Asia,6431.16,0.73,Email Campaign
CUST_MQBAZI,South America,7416.19,0.92,Loyalty Program
CUST_3DQVB6,Asia,9013.9,0.94,Discount
CUST_N5GNEX,Asia,6119.91,0.76,Discount
CUST_EEH2NL,Europe,6554.32,0.81,Discount
CUST_FQH90C,Asia,6045.55,0.76,Email Campaign
CUST_KWLYA4,Europe,9416.49,0.71,Discount
CUST_5V5L8M,Europe,6429.79,0.89,Loyalty Program
CUST_N9FAWV,North America,6027.95,0.83,Discount
CUST_2OYUE7,North America,3344.58,0.9,Email Campaign
CUST_036SQ0,Europe,5852.78,0.99,Discount
CUST_HH1DPL,Asia,2834.88,0.93,Email Campaign
CUST_N8CEQQ,North America,6449.64,0.82,Discount
CUST_Z534UV,South America,4039.32,0.86,Email Campaign
CUST_X4VDQQ,Europe,5453.11,0.87,Loyalty Program
CUST_LI4OTM,Asia,9462.3,0.97,Discount
CUST_CVRK2A,South America,1979.16,0.83,Discount
CUST_IBILQT,Europe,1209.64,0.95,Discount
CUST_IB2XNZ,North America,7390.58,0.83,Email Campaign
CUST_XXOCAT,South America,7897.13,0.94,Loyalty Program
CUST_6GFKGP,South America,4736.74,0.8,Loyalty Program
CUST_EDOLDZ,Asia,6785.2,0.82,Loyalty Program
CUST_BO41HL,Europe,2194.34,0.9,Email Campaign
CUST_4RURGE,North America,4152.77,0.92,Loyalty Program
CUST_9W62NQ,Europe,6253.83,0.82,Email Campaign
CUST_LXYNWM,South America,4971.01,0.89,Loyalty Program
CUST_H0X9BM,Europe,8065.12,0.95,Discount
CUST_B6I6TQ,South America,4234.86,0.98,Loyalty Program
CUST_QVY0W6,Asia,3508.55,0.99,Loyalty Program
CUST_FTVV2E,Europe,1339.33,0.74,Loyalty Program
CUST_V2S41P,North America,270.44,0.71,Discount
CUST_NUPGMC,Asia,9434.41,0.81,Email Campaign
CUST_Y9519E,Asia,6820.84,0.74,Loyalty Program
CUST_RBKJPB,Europe,3269.16,0.71,Discount
CUST_XP0ZJ4,South America,7402.02,0.82,Discount
CUST_RS8DRH,Asia,7238.63,0.99,Loyalty Program
CUST_OBBDQK,Asia,869.33,0.79,Email Campaign
CUST_T85F6A,Europe,4902.47,0.9,Loyalty Program
CUST_6CRL89,North America,7785.08,0.99,Discount
CUST_YAI4OU,Asia,2468.27,0.79,Email Campaign
CUST_41EIZ9,North America,821.28,0.75,Discount
CUST_ONGX8P,South America,7235.19,0.76,Loyalty Program
CUST_7H4NUU,South America,1463.09,0.93,Loyalty Program
CUST_8QD6QW,North America,7897.75,0.89,Loyalty Program
CUST_JGUXWD,South America,7583.51,0.99,Email Campaign
CUST_2PKQ2C,Asia,4757.26,0.81,Discount
CUST_XRAI4W,North America,7194.41,0.87,Discount
CUST_BAG85V,Europe,8945.4,0.81,Loyalty Program
CUST_5D6VPT,North America,6524.11,0.91,Email Campaign
CUST_GF1UXT,North America,9065.39,0.94,Loyalty Program
CUST_XXCJGY,North America,319.44,0.97,Discount
CUST_HUHIM8,South America,3662.77,0.99,Discount
CUST_ADAM3B,South America,1697.92,0.93,Email Campaign
CUST_SKJWZE,Europe,5597.02,0.81,Discount
CUST_407V69,Asia,7483.81,0.83,Loyalty Program
CUST_6QSKA7,North America,6457.19,0.78,Loyalty Program
CUST_T8SZ26,Europe,8390.52,0.81,Discount
CUST_0B2S2G,North America,1663.16,0.73,Email Campaign
CUST_C21E6Q,Europe,9211.32,0.79,Loyalty Program
CUST_O3TXP5,North America,8481.87,0.82,Discount
CUST_ICIRHQ,North America,8548.37,0.75,Email Campaign
CUST_D761W1,Asia,7491.21,0.72,Loyalty Program
CUST_7LWLGV,Europe,1133.29,0.86,Discount
CUST_NO8UKG,Europe,9008.38,0.72,Discount
CUST_X1FGKC,South America,4193.09,0.97,Discount
CUST_PWNYC4,North America,3670,0.95,Loyalty Program
CUST_G4JELZ,Asia,747.53,0.92,Email Campaign
CUST_9XMK30,Europe,7107.5,0.87,Discount
CUST_EABMEC,Europe,2437.69,0.86,Discount
CUST_OLFDFE,Europe,1593.82,0.93,Discount
CUST_AJPGNN,Asia,1197.2,0.85,Email Campaign
CUST_IK8ON1,Asia,8518.46,0.85,Email Campaign
CUST_2H6S8D,Europe,3225.66,0.93,Email Campaign
CUST_D5PLNY,North America,4824.78,0.87,Discount
CUST_JQ5RPS,South America,9524.09,0.76,Email Campaign
CUST_AACLI0,North America,465.24,0.81,Loyalty Program
CUST_GG0028,Europe,2062.06,1,Email Campaign
CUST_6BRCIH,South America,9295.03,0.95,Loyalty Program
CUST_KGSHM8,North America,7684.37,0.89,Email Campaign
CUST_2GN4BD,Asia,5255.26,0.77,Email Campaign
CUST_AHG9V6,North America,1429.39,0.84,Discount
CUST_RU94A0,Asia,4075.07,0.97,Loyalty Program
CUST_IOWCTF,Asia,5498.9,0.82,Email Campaign
CUST_QABK3V,South America,2351.28,0.81,Loyalty Program
CUST_A2WUXK,North America,7004.57,0.76,Email Campaign
CUST_1LCCTC,Europe,7453.35,0.77,Discount
CUST_2LV3SC,Europe,8022.85,0.83,Loyalty Program
CUST_51RVER,Europe,399.67,0.81,Discount
CUST_VXY0T4,Asia,7528.11,0.73,Discount
CUST_E7GVLI,Asia,3029.19,0.85,Discount
CUST_L88AVT,Asia,3192.33,0.86,Loyalty Program
CUST_4AT9YP,North America,7336.35,0.82,Loyalty Program
CUST_01L9WK,South America,2934.87,0.77,Loyalty Program
CUST_8O0LYB,Asia,1673.8,0.73,Discount
CUST_Y01S5E,South America,4777.57,0.89,Email Campaign
CUST_U0IYOV,Asia,3856.65,0.73,Discount
CUST_IN4O86,North America,7382.57,0.72,Email Campaign
CUST_9BU8KR,North America,2311.66,0.95,Loyalty Program
CUST_LGBX84,North America,7834.83,0.74,Discount
CUST_89XRLN,Europe,7269.94,0.88,Discount
CUST_QC5EJV,South America,7389.53,0.83,Email Campaign
CUST_Z75I4B,North America,6682.79,0.78,Loyalty Program
CUST_QY6EK1,South America,3374.24,0.98,Loyalty Program
CUST_ICZ643,Europe,2215.6,0.79,Email Campaign
CUST_MLYU5V,South America,6857.57,0.99,Loyalty Program
CUST_YXN746,Asia,8588.78,0.95,Email Campaign
CUST_CWGJCL,South America,8929.53,0.87,Loyalty Program
CUST_CRJ5NF,Asia,1524.35,0.93,Discount
CUST_KH0XAI,South America,5409.85,0.75,Loyalty Program
CUST_M5C88S,South America,7711.9,0.79,Email Campaign
CUST_KSHPCO,Asia,3705.96,0.84,Discount
CUST_0RG766,Asia,778.78,0.76,Email Campaign
CUST_YPMHM2,Asia,879.58,0.9,Email Campaign
CUST_3SL47P,Asia,4520.79,0.73,Loyalty Program
CUST_2Y591G,Europe,9086.47,0.72,Loyalty Program
CUST_AOVA36,Europe,7574.32,0.84,Email Campaign
CUST_6AIMBC,Europe,1059.37,0.79,Loyalty Program
CUST_80O76H,Europe,7303.4,0.82,Loyalty Program
CUST_CCXMCV,North America,4059.56,0.91,Discount
CUST_XB444C,South America,2567.93,0.82,Discount
CUST_SOLIFV,Europe,1829.07,0.78,Discount
CUST_HR6BHR,South America,7903.91,0.89,Loyalty Program
CUST_RUL2ZJ,Asia,3202.54,0.82,Loyalty Program
CUST_U53X37,Europe,2190.06,0.88,Email Campaign
CUST_XAF8TG,North America,5639.03,0.92,Email Campaign
CUST_QD8OLI,Asia,8608.56,0.78,Discount
CUST_ZSZ589,Europe,1279.04,0.9,Email Campaign
CUST_911LD1,North America,2988.45,0.78,Email Campaign
CUST_T7154G,Europe,4034.24,0.86,Discount
CUST_J2L48R,South America,5198.95,0.71,Discount
CUST_IVVP25,Asia,1877.91,0.76,Discount
CUST_KRB0VY,North America,7462.35,0.71,Discount
CUST_W46YCV,Asia,5484.67,0.87,Email Campaign
CUST_LF4J2Z,North America,432.97,0.91,Email Campaign
CUST_XFNKSI,Asia,6552.91,0.71,Email Campaign
CUST_4OGN3W,Asia,8337.01,0.75,Email Campaign
CUST_A9XKYI,North America,6025.84,0.96,Loyalty Program
CUST_EGI0XZ,North America,3193.2,0.96,Discount
CUST_L7UW52,Europe,2483.6,0.98,Loyalty Program
CUST_XBH499,North America,1089.9,0.89,Email Campaign
CUST_XDG9ET,North America,9029.47,0.73,Email Campaign
CUST_IKQCRF,Europe,2972.37,0.88,Email Campaign
CUST_7Z7F7I,North America,914.53,0.98,Loyalty Program
CUST_OLQ2WY,Europe,2366.14,0.77,Discount
CUST_B7QECD,North America,5912.02,0.79,Loyalty Program
CUST_HGKW57,North America,2784.69,0.92,Email Campaign
CUST_UAVMKF,Europe,5221.36,0.83,Loyalty Program
CUST_MDY5GQ,North America,9665.78,0.81,Loyalty Program
CUST_G7DKCB,North America,2557.21,0.83,Email Campaign
CUST_B6510G,Asia,2329.76,0.96,Discount
CUST_VN62FZ,Asia,3853.73,0.97,Discount
CUST_IQ9OFC,Europe,4377.98,0.85,Email Campaign
CUST_HB4IMT,Asia,2313.57,0.81,Discount
CUST_YWRGQV,Europe,4715.17,0.82,Loyalty Program
CUST_YXHNND,Asia,3074.87,0.98,Email Campaign
CUST_013933,Europe,2934.93,0.89,Loyalty Program
CUST_Q6A35A,Asia,6837.62,0.8,Email Campaign
CUST_MHZNF0,South America,6139.72,0.77,Email Campaign
CUST_GF7YN5,Europe,8838.28,0.81,Discount
CUST_3GEAVU,Asia,6983.79,0.79,Discount
CUST_4VTTKX,South America,8110.68,0.81,Email Campaign
CUST_AGY6PS,North America,4270.83,0.96,Loyalty Program
CUST_6AW3D2,Europe,890.86,0.84,Loyalty Program
CUST_CJU9RP,South America,8160.3,0.8,Email Campaign
CUST_8EOIWX,North America,6730.94,0.76,Email Campaign
CUST_AJNW25,Asia,8188.37,0.74,Discount
CUST_3HFTWG,South America,7123.29,0.89,Discount
CUST_J010II,North America,5640.51,0.91,Discount
CUST_LXE9W3,Europe,1178.52,0.95,Email Campaign
CUST_4VTEVS,Asia,6212.08,0.86,Loyalty Program
CUST_HUEDYC,North America,137.54,0.84,Loyalty Program
CUST_MKD2V4,South America,9249.79,0.81,Email Campaign
